IATA,ICAO,FAA,Name,Country,Location,Elevation,Latitude,Longitude,Chart,Website,Wikipedia,Airport Type,ISO Country
,,,Belladona Airfield,South Africa,,4428 feet,,,,,,Small Airport,ZA
,YBLH,,Bellalie Airport,Australia,,,,,,,,Small Airport,AU
,,,Belle Rive Airport,South Africa,Warrenton,4000 feet,,,,,,Small Airport,ZA
,YBLU,,Bellevue Airport,Australia,,1555 feet,,,,,,Small Airport,AU
,,,Bells Bank Airport,South Africa,Witputs,3875 feet,,,,,,Small Airport,ZA
,,Y48,Belmond Municipal Airport,United States,Belmond,1201 feet,,,,,,Small Airport,US
,YAMO,,Belyando Airstrip,Australia,Moray Downs,689 feet,,,,,,Small Airport,AU
,WI33,WI33,Ben Sutherland Airport,United States,Minong,1056 feet,,,,,,Small Airport,US
,YBRA,,Benambra Airport,Australia,,2200 feet,,,,,,Small Airport,AU
,YBCB,,Bencubbin Airport,Australia,,,,,,,,Small Airport,AU
,YBND,,Bendick Murrell Airstrip,Australia,Bendick Murrell,1194 feet,,,,,,Small Airport,AU
,WIOB,,Bengkayang Airport,Indonesia,Bengkayang-Borneo Island,294 feet,,,,,,Small Airport,ID
,,,Benics Airport,South Africa,Witbank,5100 feet,,,,,,Small Airport,ZA
,YBEG,,Bening Field Airport,Australia,,1014 feet,,,,,,Small Airport,AU
,YBNM,,Benmara Airport,Australia,,,,,,,,Small Airport,AU
,WI67,WI67,Bennett Field,United States,Ripon,935 feet,,,,,,Small Airport,US
,XA77,XA77,Benny White Flying Airport,United States,Lamesa,2943 feet,,,,,,Small Airport,US
,WMAC,,Benta Airport,Malaysia,Benta,250 feet,,,,,,Small Airport,MY
,,,Bentayan Airport,India,Ujjain,1666 feet,,,,,,Small Airport,IN
,YBTK,,Bentinck Island Airport,Australia,,45 feet,,,,,,Small Airport,AU
,WN76,WN76,Bergseth Field,United States,Enumclaw,1100 feet,,,,,,Small Airport,US
,,,Bergtop Airport,South Africa,Waterpoort,2620 feet,,,,,,Small Airport,ZA
,VEBM,,Berhampur Rangeilunda Airport,India,Berhampur (Brahmapur),100 feet,,,,,,Small Airport,IN
,VA30,VA30,Berryvale Airport,United States,Culpeper,470 feet,,,,,,Small Airport,US
,,,Bethal Airport,South Africa,Bethal,5475 feet,,,,,,Small Airport,ZA
,YBEU,,Beulah 1 Airport,Australia,,,,,,,,Small Airport,AU
,,,Beulah Airport,South Africa,Beulah,34 feet,,,,,,Small Airport,ZA
,YBEE,,Beverley Airport,Australia,,116 feet,,,,,,Small Airport,AU
,YBEV,,Beverley Airport,Australia,,,,,,,,Small Airport,AU
BVZ,YBYS,,Beverley Springs Airport,Australia,Wunaamin Miliwundi Ranges,385 feet,-16.7332992554,125.4329986572,,,,Small Airport,AU
BDP,VNCG,,Bhadrapur Airport,Nepal,Bhadrapur,312 feet,26.5708007812,88.0795974731,,https://airports.caanepal.gov.np/chandragadi/,https://en.wikipedia.org/wiki/Bhadrapur_Airport,Small Airport,NP
BMO,VYBM,,Bhamo Airport,Myanmar (Burma),Banmaw,370 feet,24.2689990997,97.2462005615,,,https://en.wikipedia.org/wiki/Banmaw_Airport,Small Airport,MM
BHR,VNBP,,Bharatpur Airport,Nepal,Bharatpur,600 feet,27.6781005859,84.4293975830,,,https://en.wikipedia.org/wiki/Bharatpur_Airport,Small Airport,NP
,,,Bhejane Game Reserve Airport,South Africa,Willowmore,1895 feet,,,,,,Small Airport,ZA
,VIBW,,Bhiwani Airport,India,Bhiwani,720 feet,,,,,,Small Airport,IN
BHP,VNBJ,,Bhojpur Airport,Nepal,Bhojpur,"4,000 feet",27.1473999023,87.0507965088,,,https://en.wikipedia.org/wiki/Bhojpur_Airport,Small Airport,NP
,WMAE,,Bidor Airport,Malaysia,Bidor,128 feet,,,,,,Small Airport,MY
,,,Bien Hoa Air Base,Vietnam,Bien Hoa,79 feet,,,,,,Small Airport,VN
,,,Bierman Landgoed Airstrip,South Africa,Oranjeville,4905 feet,,,,,,Small Airport,ZA
,YBBE,,Big Bell Airport,Australia,Big Bell,1404 feet,,,,,,Small Airport,AU
,YBIN,,Biggenden Airport,Australia,,,,,,,,Small Airport,AU
,WAYI,,Bilai Airstrip,Indonesia,Bilai,5656 feet,,,,,,Small Airport,ID
,YBBL,,Billabalong Airport,Australia,,,,,,,,Small Airport,AU
,YBLB,,Billabong Road House Airport,Australia,Meadow,443 feet,,,,,,Small Airport,AU
,YBID,,Binda,Australia,,2450 feet,,,,,,Small Airport,AU
,ZMBD,,Binder Airport,Mongolia,Binder,3422 feet,,,,,,Small Airport,MN
,YBHL,,Bindoon Hill Airstrip,Australia,Bindoon,935 feet,,,,,,Small Airport,AU
,YBIA,,Bingara Airport,Australia,,970 feet,,,,,,Small Airport,AU
,,,Bingelela,South Africa,Bergville,3731 feet,,,,,,Small Airport,ZA
,YBGY,,Biniguy Airport,Australia,,785 feet,,,,,,Small Airport,AU
,WAQG,,Binuang Airport,Indonesia,Binuang,2523 feet,,,,,,Small Airport,ID
,WI95,WI95,Binzel Airport,United States,Bristol,705 feet,,,,,,Small Airport,US
,WS43,WS43,Birch Creek Airport,United States,De Pere,813 feet,,,,,,Small Airport,US
,XA44,XA44,Birchfield Ranch Airport,United States,Lometa,1550 feet,,,,,,Small Airport,US
,YBIR,,Birchip Airport,Australia,,340 feet,,,,,,Small Airport,AU
,YBDU,,Birrindudu Airport,Australia,,,,,,,,Small Airport,AU
,YBDS,,Birthday Siding Airport,Australia,Tarcoola,,,,,,,Small Airport,AU
,WS76,WS76,Black Dog Farm Airport,United States,New London,898 feet,,,,,,Small Airport,US
,,,Black Oystercatcher,South Africa,Bredasdrop,45 feet,,,,,,Small Airport,ZA
,,,Blackie Swart Airport,South Africa,Blackie Swart,3300 feet,,,,,,Small Airport,ZA
,YBSR,,Blackstone Airport,Australia,,,,,,,,Small Airport,AU
,YBVL,,Blackville Airport,Australia,,,,,,,,Small Airport,AU
,WI49,WI49,Blair Airport,United States,Blair,864 feet,,,,,,Small Airport,US
,,,Blanco Airport,South Africa,Tarkastad,4200 feet,,,,,,Small Airport,ZA
,YBHN,,Blenheim Airstrip,Australia,,513 feet,,,,,,Small Airport,AU
,,,Blesbokfontain Airport,South Africa,Reedstream Park,5294 feet,,,,,,Small Airport,ZA
,YBLM,,Blinman Airport,Australia,,1991 feet,,,,,,Small Airport,AU
,,,Bloemhof Airport,South Africa,Bloemhof,4127 feet,,,,,,Small Airport,ZA
,WN49,WN49,Blue Heron Field,United States,Sequim,20 feet,,,,,,Small Airport,US
,,,Blue Mountain Valley Airport,South Africa,Hekpoort,4150 feet,,,,,,Small Airport,ZA
,WN29,WN29,Blue Ribbon Airport,United States,Sequim,100 feet,,,,,,Small Airport,US
,WA57,WA57,Bluecreek Airport,United States,Addy,1740 feet,,,,,,Small Airport,US
,,,Blyde Canyon Airport,South Africa,Blyde Canyon,4300 feet,,,,,,Small Airport,ZA
,,,Bo Karoo North Airport,South Africa,Higgs Hope,3491 feet,,,,,,Small Airport,ZA
,,,Bo Karoo South Airport,South Africa,Higgs Hope,3212 feet,,,,,,Small Airport,ZA
,YBOT,,Boatman Airport,Australia,,,,,,,,Small Airport,AU
,,,Bob White Field,United States,Zellwood,78 feet,,,,,,Small Airport,US
,YBOD,,Bodalla Airport,Australia,,,,,,,,Small Airport,AU
,YBOG,,Boggabri Airport,Australia,,,,,,,,Small Airport,AU
,VGBG,,Bogra Airport,Bangladesh,Bogra,69 feet,,,,,,Small Airport,BD
GIC,YBOI,,Boigu Island Airport,Australia,Boigu Island,23 feet,-9.2327804565,142.2180023193,,,https://en.wikipedia.org/wiki/Boigu_Island_Airport,Small Airport,AU
,VEBK,,Bokaro Airport,India,,715 feet,,,,,,Small Airport,IN
BUI,WAVB,,Bokondini Airport,Indonesia,Bokondini,4550 feet,-3.5836451054,138.5334472656,,,https://en.wikipedia.org/wiki/Bokondini_Airport,Small Airport,ID
,,,Boli Airport,Zimbabwe,Boli,,,,,,,Small Airport,ZW
,YBLG,,Bollards Lagoon Airport,Australia,,,,,,,,Small Airport,AU
BLS,YBLL,,Bollon Airport,Australia,,182 feet,-28.0583000183,147.4830017090,,,,Small Airport,AU
BCK,YBWR,,Bolwarra Airport,Australia,,,-17.3882999420,144.1690063477,,,,Small Airport,AU
,WAKL,,Bomakia Airport,Indonesia,Bomakia,30 feet,,,,,,Small Airport,ID
,,,Bomani Airstrip,Zimbabwe,Bomani Pan,3347 feet,,,,,,Small Airport,ZW
,YBOM,,Bombala Airport,Australia,,2415 feet,,,,,,Small Airport,AU
,YBBO,,Bon Bon Airport,Australia,Bon Bon,,,,,,,Small Airport,AU
,YBSP,,Bond Springs Airport,Australia,Burt Plain,,,,,,,Small Airport,AU
,YBYD,,Bonney Downs Station Airport,Australia,,,,,,,,Small Airport,AU
BXT,WALC,,Bontang Airport,Indonesia,Bontang-Borneo Island,49 feet,0.1196909994,117.4749984740,,,https://en.wikipedia.org/wiki/PT_Badak_Bontang_Airport,Small Airport,ID
,,,Bonwa Phala Airport,South Africa,Bonwa Phala,3650 feet,,,,,,Small Airport,ZA
,YBCL,,Boolcarrol Station Airport,Australia,,,,,,,,Small Airport,AU
,YBOC,,Booleroo Centre Airport,Australia,,418 feet,,,,,,Small Airport,AU
,YBMI,,Boomi Airport,Australia,,618 feet,,,,,,Small Airport,AU
,YBOA,,Boonah Airport,Australia,,318 feet,,,,,,Small Airport,AU
,YBBT,,Boort Airport,Australia,Wedderburn,298 feet,,,,,,Small Airport,AU
,YBOY,,Booylgoo Springs Airport,Australia,,,,,,,,Small Airport,AU
,YBOV,,Border Village Airport,Australia,Border Village,308 feet,,,,,,Small Airport,AU
,YBOR,,Bordertown Airport,Australia,Bordertown,265 feet,,,,,,Small Airport,AU
,,,Boscobel Airfield,South Africa,Hertzogville,4216 feet,,,,,,Small Airport,ZA
,,,Bosluispan  Airport,South Africa,Boluispan,2874 feet,,,,,,Small Airport,ZA
,,,Bosrivier Airstrip,South Africa,KwaNokuthula,,,,,,,Small Airport,ZA
,VT23,VT23,Bostwick Farm Airport,United States,Shelburne,220 feet,,,,,,Small Airport,US
,YBEL,,Bothwell Airport,Australia,Bothwell,1194 feet,,,,,,Small Airport,AU
,,,Botsalano Airport,South Africa,Mathase,4659 feet,,,,,,Small Airport,ZA
,,,Boulders Game Ranch 2 (Microlight) Airport,South Africa,Gravelotte,1500 feet,,,,,,Small Airport,ZA
,,,Boulders Game Ranch Airport,South Africa,Gravelotte,1500 feet,,,,,,Small Airport,ZA
,YBWO,,Bowen Downs Airport,Australia,Upper Cornish Creek,768 feet,,,,,,Small Airport,AU
,YBWT,,Bowthorn Airport,Australia,,,,,,,,Small Airport,AU
,YBOP,,Boyup Brook Airport,Australia,,,,,,,,Small Airport,AU
,,,Braehead Airport,South Africa,Kroonstad,4300 feet,,,,,,Small Airport,ZA
,YBAO,,Braidwood Airport,Australia,Braidwood,2221 feet,,,,,,Small Airport,AU
,,,Braklaagte East Airport,South Africa,Braklaagte,4649 feet,,,,,,Small Airport,ZA
,,,Brandfort Moreson Airport,South Africa,Winnie Mandela (Brandfort),4647 feet,,,,,,Small Airport,ZA
,VT55,VT55,Brandon Airport,United States,Randolph,710 feet,,,,,,Small Airport,US
,VG29,VG29,Branham Mill Airpark,United States,Warsaw,100 feet,,,,,,Small Airport,US
,YBXH,,Branxholme Airport,Australia,,,,,,,,Small Airport,AU
,,,Bray East Airport,South Africa,Bray,,,,,,,Small Airport,ZA
,,,Bredasdorp Airport,South Africa,Bredasdorp,105 feet,,,,,,Small Airport,ZA
,VA66,VA66,Breeden Airport,United States,Catlett,210 feet,,,,,,Small Airport,US
,YEWO,,Brewon Airport,Australia,Carinda,421 feet,,,,,,Small Airport,AU
,,,Bridge Camp Airstrip,Zimbabwe,,,,,,,,Small Airport,ZW
,WY34,WY34,Bridger Creek Airport,United States,Lysite,5350 feet,,,,,,Small Airport,US
,YBGR,,Bridgewater Airport,Australia,Bridgewater On Loddon,91 feet,,,,,,Small Airport,AU
ACF,ZWAL,,Brisbane Archerfield Airport,Australia,Aral,,-27.5702991486,153.0079956050,,,https://en.wikipedia.org/wiki/Archerfield_Airport,Small Airport,CN
,YBAF,,Brisbane Archerfield Airport,Australia,Brisbane,63 feet,,,,,,Small Airport,AU
,WN63,WN63,Bristol Airport,United States,Bristol,735 feet,,,,,,Small Airport,US
,,,Britstown Airport,South Africa,Britstown,3500 feet,,,,,,Small Airport,ZA
,WI55,WI55,Broken Prop Airport,United States,Berlin,767 feet,,,,,,Small Airport,US
,YBWG,,Bronzewing Airport,Australia,,1645 feet,,,,,,Small Airport,AU
,YBLD,,Brooklands Airport,Australia,,,,,,,,Small Airport,AU
,,,Brosterlea Farm Airport,South Africa,Brosterlea Farm,5500 feet,,,,,,Small Airport,ZA
,,,Brown's Landing Airport,South Africa,Morgan's Bay,300 feet,,,,,,Small Airport,ZA
,YBNR,,Browns Range Airport,Australia,,1466 feet,,,,,,Small Airport,AU
,YBRO,,Bruce Rock Airport,Australia,,,,,,,,Small Airport,AU
,YBNY,,Brunchilly Airport,Australia,,,,,,,,Small Airport,AU
,YBYI,,Bruny Island Airport,Australia,,,,,,,,Small Airport,AU
,YBYA,,Bryah Airport,Australia,,,,,,,,Small Airport,AU
,WN87,WN87,Bryan Airport,United States,Enumclaw,630 feet,,,,,,Small Airport,US
,,X36,Buchan Airport,United States,Englewood,15 feet,,,,,,Small Airport,US
,,,Bucklands Airport,South Africa,Douglas,3323 feet,,,,,,Small Airport,ZA
,WN09,WN09,Bucky's Airpark,United States,Plainfield,1145 feet,,,,,,Small Airport,US
,YBGT,,Budgerygar Airport,Australia,,,,,,,,Small Airport,AU
,,,Buffels River Airport,South Africa,Buffelsbank,615 feet,,,,,,Small Airport,ZA
,,,Buisfontein Airfield,South Africa,Wolmaranstad,4767 feet,,,,,,Small Airport,ZA
,WAPB,,Bula Airport,Indonesia,Bula,10 feet,,,,,,Small Airport,ID
UGT,ZMBR,,Bulagtai Resort Airport,Mongolia,Khankhongor,4659 feet,43.7493041820,104.1149854660,,,,Small Airport,MN
,YBUG,,Bulga Downs Station Airport,Australia,,,,,,,,Small Airport,AU
HBU,ZMBS,,Bulgan Sum Airport,Mongolia,Bulgan,3921 feet,46.1006011963,91.5841979980,,,https://en.wikipedia.org/wiki/Bulgan_Airport_(Khovd),Small Airport,MN
,YBUL,,Bulgunnia Airport,Australia,Bulgunnia,,,,,,,Small Airport,AU
,VG33,VG33,Bull Farm Airport,United States,Cape Charles,18 feet,,,,,,Small Airport,US
,YBUX,,Bulleringa Airport,Australia,,,,,,,,Small Airport,AU
,YBLO,,Bullio Airport,Australia,Bullio,2133 feet,,,,,,Small Airport,AU
,YBVY,,Bullo River Valley Airport,Australia,,,,,,,,Small Airport,AU
TJQ,WIKT,,Buluh Tumbang Airport,Indonesia,Tanjung Pandan,164 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",,,,Small Airport,ID
BUY,YBUN,,Bunbury Airport,Australia,,617 feet,-33.3782997131,115.6770019531,,,https://en.wikipedia.org/wiki/Bunbury_Airport,Small Airport,AU
,WY15,WY15,Bunch Grass Intergalactic Airport,United States,Powell,4408 feet,,,,,,Small Airport,US
,YBUA,,Bundarra Airport,Australia,,,,,,,,Small Airport,AU
,WRBU,,Buntok Airport,Indonesia,Buntok-Borneo Island,59 feet,,,,,,Small Airport,ID
,YBUY,,Bunyan Airfield,Australia,,2540 feet,,,,,,Small Airport,AU
,YBUP,,Bunyip Airport,Australia,,,,,,,,Small Airport,AU
,WAQB,,Bunyu Airport,Indonesia,Bunju Island,118 feet,,,,,,Small Airport,ID
UOL,WAFY,,Buol Airport,Indonesia,Buol,49 feet,1.1590499878,121.4280014038,,,,Small Airport,ID
,YBWI,,Burdekin Falls Dam Airport,Australia,,,,,,,,Small Airport,AU
,WN15,WN15,Burnett Landing Airport,United States,Wilkeson,800 feet,,,,,,Small Airport,US
,VE23,,Burnpur Airport,India,,310 feet,,,,,,Small Airport,IN
,WN74,WN74,Burnt Ridge Airstrip,United States,Onalaska,1070 feet,,,,,,Small Airport,US
,YBRJ,,Burren Junction Airport,Australia,,547 feet,,,,,,Small Airport,AU
,XS30,XS30,Burress Airport,United States,Paris,484 feet,,,,,,Small Airport,US
,YBHK,,Bushy Park Airport,Australia,,,,,,,,Small Airport,AU
BQB,YBLN,,Busselton Regional Airport,Australia,Busselton,55 feet,-33.6884231567,115.4015960690,,,https://en.wikipedia.org/wiki/Busselton_Margaret_River_Airport,Small Airport,AU
,YBUT,,Butheroo Station Airport,Australia,Butheroo,1389 feet,,,,,,Small Airport,AU
,YBTT,,Buttabone Airport,Australia,,577 feet,,,,,,Small Airport,AU
,WV61,WV61,Buzzards Gap Ultralightport,United States,Berkeley Springs,960 feet,,,,,,Small Airport,US
,YBYR,,Byrock Airport,Australia,Byrock,480 feet,,,,,,Small Airport,AU
,WI56,WI56,C Jeidy Farms Airport,United States,Bloomington,1010 feet,,,,,,Small Airport,US
,YCAB,,Caboolture Airport,Australia,Caboolture,12 feet,,,,,,Small Airport,AU
,YCUR,,Cabramurra Airport,Australia,Cabramurra Township,,,,,,,Small Airport,AU
,,,Cabruta Airstrip,Venezuela,Cabruta,181 feet,,,,,,Small Airport,VE
,WI19,WI19,Cacic Airport,United States,Montello,805 feet,,,,,,Small Airport,US
,YCAJ,,Cadjebut Airport,Australia,,,,,,,,Small Airport,AU
,YCDH,,Cadney Homestead Airport,Australia,Coober Pedy,287 feet,,,,,,Small Airport,AU
CGV,YCAG,,Caiguna Airport,Australia,,87 feet,-32.2649993896,125.4929962158,,,https://en.wikipedia.org/wiki/Caiguna_Airport,Small Airport,AU
,WS72,WS72,Cain's Field,United States,Stiles,640 feet,,,,,,Small Airport,US
,YCDV,,Caldervale Station Airport,Australia,,,,,,,,Small Airport,AU
,YCLE,,Callendale Airport,Australia,,,,,,,,Small Airport,AU
,YCAI,,Callion Airport,Australia,,,,,,,,Small Airport,AU
CUD,YCDR,,Caloundra Airport,Australia,Caloundra,12 feet,-26.7999992371,153.1000061035,,,https://en.wikipedia.org/wiki/Caloundra_Airport,Small Airport,AU
,YCTS,,Calton Hills Airport,Australia,,,,,,,,Small Airport,AU
,YCVG,,Calvin Grove Airport,Australia,,,,,,,,Small Airport,AU
,YCMB,,Cambooya Airfield,Australia,Cambooya,1628 feet,,,,,,Small Airport,AU
,YCBG,,Cambridge Aerodrome,Australia,Cambridge,67 feet,,,,,,Small Airport,AU
,YCMH,,Camden Haven Airport,Australia,,2 feet,,,,,,Small Airport,AU
,YCMK,,Camel Creek Airport,Australia,,,,,,,,Small Airport,AU
CML,YCMW,,Camooweal Airport,Australia,,241 feet,-19.9116992950,138.1250000000,,,https://en.wikipedia.org/wiki/Camooweal_Airport,Small Airport,AU
,,,Campamento Nawahitón Runway,Venezuela,Campamento Nawahitón,3261 feet,,,,,,Small Airport,VE
,YCAE,,Campbell Town Airport,Australia,Campbell Town,710 feet,,,,,,Small Airport,AU
,XA95,XA95,Candelaria Airport,United States,Candelaria,2913 feet,,,,,,Small Airport,US
,YCNR,,Cann River Airport,Australia,,,,,,,,Small Airport,AU
,YCAM,,Cannington Station Airport,Australia,,,,,,,,Small Airport,AU
,YCAN,,Cannon Hill Community Airport,Australia,Cannon Hill,61 feet,,,,,,Small Airport,AU
,,,Cannon Valley Estate Airport,South Africa,Gouritz,61 feet,,,,,,Small Airport,ZA
CBY,YCBE,,Canobie Airport,Australia,Canobie,,-19.4794006348,140.9270019530,,,,Small Airport,AU
,YCWW,,Canowindra Airport,Australia,,1073 feet,,,,,,Small Airport,AU
,YCCK,,Canteen Creek Airport,Australia,,,,,,,,Small Airport,AU
,,,Cape Blue Mine Airport,South Africa,Westerberg,3050 feet,,,,,,Small Airport,ZA
,YCBO,,Cape Borda Airport,Australia,,,,,,,,Small Airport,AU
,YCCF,,Cape Crawford Airport,Australia,McArthur,,,,,,,Small Airport,AU
,YCPD,,Cape Don Airport,Australia,,,,,,,,Small Airport,AU
,YCLQ,,Cape Leveque Airport,Australia,Dampier Peninsula,,,,,,,Small Airport,AU
,YCPR,,Cape Preston Airport,Australia,Cape Preston,77 feet,,,,,,Small Airport,AU
,YCHI,,Cape Shield (Djarrakpi) Airport,Australia,East Arnhem,30 feet,,,,,,Small Airport,AU
,YCWE,,Cape Wessels Airport,Australia,,,,,,,,Small Airport,AU
,YCEL,,Capella Airport,Australia,Capella,826 feet,,,,,,Small Airport,AU
,YCDT,,Carandotta Airport,Australia,,,,,,,,Small Airport,AU
,YCST,,Carcuma Airport,Australia,Carcory Station,203 feet,,,,,,Small Airport,AU
,WI24,WI24,Cardinal Ridge Airport,United States,Mt Horeb,1080 feet,,,,,,Small Airport,US
,YCRA,,Carinda Airport,Australia,,131 feet,,,,,,Small Airport,AU
,YCNH,,Carnarmah Airport,Australia,Carnarmah,925 feet,,,,,,Small Airport,AU
,YCGI,,Carnegie Station Airport,Australia,,,,,,,,Small Airport,AU
,WV65,WV65,Carr Airport,United States,Fairmont,1670 feet,,,,,,Small Airport,US
,YCPT,,Carrapateena Airport,Australia,Carrapateena mine,672 feet,,,,,,Small Airport,AU
,VT31,VT31,Carriers Skypark Airport,United States,Washington,1600 feet,,,,,,Small Airport,US
,YCRT,,Carrieton Airport,Australia,,,,,,,,Small Airport,AU
,YCSK,,Casey Station Skiway,AQ,Casey Station,1178 feet,,,,,,Small Airport,AQ
,YCSI,,Cassilis Rotherw Airport,Australia,,1545 feet,,,,,,Small Airport,AU
,YCTN,,Casterton Airport,Australia,,521 feet,,,,,,Small Airport,AU
,,,Castilletes Airport,Venezuela,Castilletes,,,,,,,Small Airport,VE
,YCAL,,Castlemaine Airport,Australia,,965 feet,,,,,,Small Airport,AU
,VT62,VT62,Catamount Airfield,United States,Cabot,1350 feet,,,,,,Small Airport,US
CTR,YCAC,,Cattle Creek Airport,Australia,,,-17.6070003510,131.5489959717,,,,Small Airport,AU
,WI10,WI10,Cedar Island Airport,United States,Brule,1229 feet,,,,,,Small Airport,US
,,,Cedars North Airpark,United States,Battle Ground,275 feet,,,,,,Small Airport,US
,,,Cedrics Farm Airport,Zambia,Kitwe,3957 feet,,,,,,Small Airport,ZM
,YCNY,,Century Mine Airport,Australia,,416 feet,,,,,,Small Airport,AU
CPF,WARC,,Cepu Airport,Indonesia,Blora,131 feet,-7.1948416667,111.5481666670,,,,Small Airport,ID
,YCES,,Ceres Airport,Australia,,,,,,,,Small Airport,AU
,YCVS,,Cervantes Airport,Australia,,,,,,,,Small Airport,AU
,VECA,,Chabua Air Force Station,India,Chabua,367 feet,,,,,,Small Airport,IN
,VECK,,Chakulia Airport,India,,430 feet,,,,,,Small Airport,IN
,,X25,Chalet Suzanne Air Strip,United States,Lake Wales,130 feet,,,,,,Small Airport,US
,,,Chama Airstrip,Zambia,Chama,2560 feet,,,,,,Small Airport,ZM
,WY66,WY66,Chamberlain Brothers Ranch Airport,United States,Douglas,5237 feet,,,,,,Small Airport,US
CNI,ZYCH,,Changhai Airport,China,Dalian (Changhai),80 feet,39.2666666667,122.6669444440,,,,Small Airport,CN
CIH,ZBCZ,,Changzhi Airport,China,Changzhi,,36.2475013733,113.1259994507,,,https://en.wikipedia.org/wiki/Changzhi_Wangcun_Airport,Small Airport,CN
,,,Chapoto Road Airstrip,Zimbabwe,,1310 feet,,,,,,Small Airport,ZW
,,,Charangwe Lower Zambezi Safari Lodge Airport,Zambia,Lower Zambezi River,1211 feet,,,,,,Small Airport,ZM
,YCHL,,Charlton Airport,Australia,Charlton,458 feet,,,,,,Small Airport,AU
,YCTH,,Chatsworth Airport,Australia,,,,,,,,Small Airport,AU
,YCWO,,Chatsworth Airport,Australia,,,,,,,,Small Airport,AU
,,,Chavuma Airport,Zambia,Chavuma,3425 feet,,,,,,Small Airport,ZM
,,,Chawato Airfield,Zimbabwe,Sinamatella Camp,2855 feet,,,,,,Small Airport,ZW
,XS24,XS24,Cherry Spraying Service Airport,United States,Muldoon,370 feet,,,,,,Small Airport,US
,XS33,XS33,Chesson Airport,United States,Orange,10 feet,,,,,,Small Airport,US
,,,Chete Airport,Zimbabwe,Binga,,,,,,,Small Airport,ZW
,,,Chewonde Airport,Zimbabwe,Chewonde,,,,,,,Small Airport,ZW
,,,Chief Simupas Village Airport,Zimbabwe,Binga,1719 feet,,,,,,Small Airport,ZW
,,,Chigwell Airport,Zimbabwe,Chigwell,,,,,,,Small Airport,ZW
,,,Chikwenya Game Lodge Airstrip,Zimbabwe,Hurungwe,1250 feet,,,,,,Small Airport,ZW
,YCDS,,Childers Airport,Australia,,,,,,,,Small Airport,AU
,YCHR,,Childra Airport,Australia,,,,,,,,Small Airport,AU
,WA37,WA37,Chinook Farms Airport,United States,Ellensburg,1880 feet,,,,,,Small Airport,US
,,,Chipinge Farm Airstrip,Zimbabwe,,,,,,,,Small Airport,ZW
,,,Chisamba Airport,Zambia,Chisamba,,,,,,,Small Airport,ZM
,,,Chitokoloki Airport,Zambia,Chitokoloki,3494 feet,,,,,,Small Airport,ZM
,,,Chiwala Airport,Zambia,Chiwala,,,,,,,Small Airport,ZM
,WS49,WS49,Christie Aerodrome,United States,Fort Atkinson,795 feet,,,,,,Small Airport,US
VCL,VVCA,,Chu Lai International Airport,Viet Nam,Tam Nghĩa,10 feet,15.4033002853,108.7060012820,,,https://en.wikipedia.org/wiki/Chu_Lai_International_Airport,Small Airport,VN
,XA17,XA17,Chuckster Airport,United States,Tira,475 feet,,,,,,Small Airport,US
,YZCE,,Churchable Airstrip,Australia,Churchable,,,,,,,Small Airport,AU
,,,Cibecue Airport,United States,Cibecue,5037 feet,,,,,,Small Airport,US
,WY32,WY32,Circle B Airport,United States,Cokeville,6524 feet,,,,,,Small Airport,US
,XA04,XA04,Circle Eight Ranch Airport,United States,Bluff Dale,800 feet,,,,,,Small Airport,US
