Model_ID,Source_URL,Bibliography
milmi26,https://www.airliners.net/aircraft-data/mil-mi-26/281,Airliners.net
milmi34,https://www.airliners.net/aircraft-data/mil-mi-34/282,Airliners.net
milmi817,https://www.airliners.net/aircraft-data/mil-mi-817/280,Airliners.net
millicerm10airtourer,https://www.airliners.net/aircraft-data/millicer-m10-airtourer/284,Airliners.net
mitsubishimu2,https://www.airliners.net/aircraft-data/mitsubishi-mu-2/288,Airliners.net
mooneym20tom20g,https://www.airliners.net/aircraft-data/mooney-m-20-to-m-20g/286,Airliners.net
mooneym20jtom20s,https://www.airliners.net/aircraft-data/mooney-m-20j-to-m-20s/285,Airliners.net
namcys11,https://www.airliners.net/aircraft-data/namc-ys-11/287,Airliners.net
noorduynnorseman,https://www.airliners.net/aircraft-data/noorduyn-norseman/290,Airliners.net
northamericanrockwell100darterlarkcommander,https://www.airliners.net/aircraft-data/north-american-rockwell-100-darterlark-commander/341,Airliners.net
northamericanryannavion,https://www.airliners.net/aircraft-data/north-americanryan-navion/289,Airliners.net
pacificaerospacect4airtrainer,https://www.airliners.net/aircraft-data/pacific-aerospace-ct-4-airtrainer/291,Airliners.net
pacificaerospacefletcherfu24cresco,https://www.airliners.net/aircraft-data/pacific-aerospace-fletcher-fu-24-cresco/292,Airliners.net
partenaviap68,https://www.airliners.net/aircraft-data/partenavia-p-68/293,Airliners.net
piaggiop166,https://www.airliners.net/aircraft-data/piaggio-p-166/294,Airliners.net
piaggiop180avanti,https://www.airliners.net/aircraft-data/piaggio-p180-avanti/295,Airliners.net
pilatuspc12,https://www.airliners.net/aircraft-data/pilatus-pc12/297,Airliners.net
pilatuspc6porterturboporter,https://www.airliners.net/aircraft-data/pilatus-pc6-porter-turbo-porter/296,Airliners.net
pipercub,https://www.airliners.net/aircraft-data/piper-cub/298,Airliners.net
piperpa18supercub,https://www.airliners.net/aircraft-data/piper-pa-18-super-cub/299,Airliners.net
piperpa2022pacertripacercaribbeancolt,https://www.airliners.net/aircraft-data/piper-pa-2022-pacertri-pacercaribbeancolt/300,Airliners.net
piperpa23apacheaztec,https://www.airliners.net/aircraft-data/piper-pa-23-apacheaztec/302,Airliners.net
piperpa24comanche,https://www.airliners.net/aircraft-data/piper-pa-24-comanche/301,Airliners.net
piperpa25pawnee,https://www.airliners.net/aircraft-data/piper-pa-25-pawnee/303,Airliners.net
piperpa28cherokeeseries,https://www.airliners.net/aircraft-data/piper-pa-28-cherokee-series/304,Airliners.net
piperpa28rcherokeearrow,https://www.airliners.net/aircraft-data/piper-pa-28r-cherokee-arrow/305,Airliners.net
piperpa3039twincomanche,https://www.airliners.net/aircraft-data/piper-pa-3039-twin-comanche/307,Airliners.net
piperpa31chieftainmojavet1020t1040,https://www.airliners.net/aircraft-data/piper-pa-31-chieftainmojavet-1020t-1040/312,Airliners.net
piperpa31navajopressurizednavajo,https://www.airliners.net/aircraft-data/piper-pa-31-navajopressurized-navajo/311,Airliners.net
piperpa31tcheyenne,https://www.airliners.net/aircraft-data/piper-pa-31t-cheyenne/313,Airliners.net
piperpa32cherokeesixlancesaratoga,https://www.airliners.net/aircraft-data/piper-pa-32-cherokee-six-lance-saratoga/306,Airliners.net
piperpa34seneca,https://www.airliners.net/aircraft-data/piper-pa-34-seneca/308,Airliners.net
piperpa36pawneebrave,https://www.airliners.net/aircraft-data/piper-pa-36-pawnee-brave/400,Airliners.net
piperpa38tomahawk,https://www.airliners.net/aircraft-data/piper-pa-38-tomahawk/309,Airliners.net
piperpa42cheyenneiii400,https://www.airliners.net/aircraft-data/piper-pa-42-cheyenne-iii400/314,Airliners.net
piperpa44seminole,https://www.airliners.net/aircraft-data/piper-pa-44-seminole/310,Airliners.net
piperpa46malibumeridian,https://www.airliners.net/aircraft-data/piper-pa-46-malibu-meridian/316,Airliners.net
piperpa46malibumalibumirage,https://www.airliners.net/aircraft-data/piper-pa-46-malibumalibu-mirage/315,Airliners.net
piperpa60aerostar,https://www.airliners.net/aircraft-data/piper-pa-60-aerostar/317,Airliners.net
pittss12special,https://www.airliners.net/aircraft-data/pitts-s-12-special/46,Airliners.net
pzlmielecm18dromader,https://www.airliners.net/aircraft-data/pzl-mielec-m-18-dromader/318,Airliners.net
pzlokeciepzl110111koliber,https://www.airliners.net/aircraft-data/pzl-okecie-pzl-110111-koliber/323,Airliners.net
pzlswidnikmilmi2kania,https://www.airliners.net/aircraft-data/pzl-swidnik-mil-mi2-kania/319,Airliners.net
pzlswidniksw4,https://www.airliners.net/aircraft-data/pzl-swidnik-sw4/321,Airliners.net
pzlswidnikw3sokol,https://www.airliners.net/aircraft-data/pzl-swidnik-w3-sokol/320,Airliners.net
pzlwarszawaokeciepzl104wilga,https://www.airliners.net/aircraft-data/pzl-warszawaokecie-pzl104-wilga/322,Airliners.net
raytheon390premieri,https://www.airliners.net/aircraft-data/raytheon-390-premier-i/334,Airliners.net
raytheon90100kingair,https://www.airliners.net/aircraft-data/raytheon-90100-king-air/327,Airliners.net
raytheonbeechcraft1900,https://www.airliners.net/aircraft-data/raytheon-beechcraft-1900/329,Airliners.net
raytheonbeechcraftbaron,https://www.airliners.net/aircraft-data/raytheon-beechcraft-baron/325,Airliners.net
raytheonbeechcraftbonanza,https://www.airliners.net/aircraft-data/raytheon-beechcraft-bonanza/324,Airliners.net
raytheonbeechcraftkingair200,https://www.airliners.net/aircraft-data/raytheon-beechcraft-king-air-200/328,Airliners.net
raytheonbeechcraftkingair300350,https://www.airliners.net/aircraft-data/raytheon-beechcraft-king-air-300-350/330,Airliners.net
raytheonbeechjet400,https://www.airliners.net/aircraft-data/raytheon-beechjet-400/326,Airliners.net
raytheonhawker1000,https://www.airliners.net/aircraft-data/raytheon-hawker-1000/332,Airliners.net
raytheonhawker800britishaerospacehs125700,https://www.airliners.net/aircraft-data/raytheon-hawker-800-british-aerospace-hs-125-700/331,Airliners.net
raytheonhawkerhorizon,https://www.airliners.net/aircraft-data/raytheon-hawker-horizon/333,Airliners.net
republicrc3seabee,https://www.airliners.net/aircraft-data/republic-rc3-seabee/335,Airliners.net
robindr400500,https://www.airliners.net/aircraft-data/robin-dr-400500/336,Airliners.net
robinhr200r2000alpha,https://www.airliners.net/aircraft-data/robin-hr-200-r-2000-alpha/337,Airliners.net
robinr3000,https://www.airliners.net/aircraft-data/robin-r-3000/338,Airliners.net
robinsonr44,https://www.airliners.net/aircraft-data/robinson-r-44/340,Airliners.net
robinsonr22,https://www.airliners.net/aircraft-data/robinson-r22/339,Airliners.net
rockwell500520560680685720commander,https://www.airliners.net/aircraft-data/rockwell-500520560680685720-commander/343,Airliners.net
rockwellcommander112114,https://www.airliners.net/aircraft-data/rockwell-commander-112-114/342,Airliners.net
rockwellsabreliner,https://www.airliners.net/aircraft-data/rockwell-sabreliner/345,Airliners.net
ruschmeyerr90,https://www.airliners.net/aircraft-data/ruschmeyer-r-90/346,Airliners.net
saab2000,https://www.airliners.net/aircraft-data/saab-2000/348,Airliners.net
saab340,https://www.airliners.net/aircraft-data/saab-340/347,Airliners.net
schweizer269300,https://www.airliners.net/aircraft-data/schweizer-269300/350,Airliners.net
schweizer330,https://www.airliners.net/aircraft-data/schweizer-330/349,Airliners.net
scottishaviationtwinpioneer,https://www.airliners.net/aircraft-data/scottish-aviation-twin-pioneer/351,Airliners.net
short330,https://www.airliners.net/aircraft-data/short-330/353,Airliners.net
short360,https://www.airliners.net/aircraft-data/short-360/354,Airliners.net
shortbelfast,https://www.airliners.net/aircraft-data/short-belfast/355,Airliners.net
shortskyvanskyliner,https://www.airliners.net/aircraft-data/short-skyvan-skyliner/352,Airliners.net
siaimarchettis205208,https://www.airliners.net/aircraft-data/siai-marchetti-s-205208/356,Airliners.net
sikorskys55westlandwhirlwind,https://www.airliners.net/aircraft-data/sikorsky-s-55-westland-whirlwind/357,Airliners.net
sikorskys76,https://www.airliners.net/aircraft-data/sikorsky-s-76/362,Airliners.net
sikorskys92helibus,https://www.airliners.net/aircraft-data/sikorsky-s-92-helibus/361,Airliners.net
sikorskys58,https://www.airliners.net/aircraft-data/sikorsky-s58/358,Airliners.net
sikorskys61ls61n,https://www.airliners.net/aircraft-data/sikorsky-s61l-s61n/359,Airliners.net
sikorskys62,https://www.airliners.net/aircraft-data/sikorsky-s62/360,Airliners.net
sinoswearingensj302,https://www.airliners.net/aircraft-data/sino-swearingen-sj-30-2/363,Airliners.net
slingsbyt67firefly,https://www.airliners.net/aircraft-data/slingsby-t-67-firefly/364,Airliners.net
socatagy80horizonst10diplomate,https://www.airliners.net/aircraft-data/socata-gy-80-horizon-st-10-diplomate/366,Airliners.net
socatams180ms250morane,https://www.airliners.net/aircraft-data/socata-ms-180-ms-250-morane/368,Airliners.net
socatarallye,https://www.airliners.net/aircraft-data/socata-rallye/365,Airliners.net
socatatangaragulfstreamga7,https://www.airliners.net/aircraft-data/socata-tangara-gulfstream-ga7/369,Airliners.net
socatatb9102021200tampicotobagotrinidad,https://www.airliners.net/aircraft-data/socata-tb-9102021200-tampicotobagotrinidad/367,Airliners.net
socatatbm700,https://www.airliners.net/aircraft-data/socata-tbm-700/370,Airliners.net
sudse210caravelle,https://www.airliners.net/aircraft-data/sud-se-210-caravelle/372,Airliners.net
sukhoisu26su29su31,https://www.airliners.net/aircraft-data/sukhoi-su26-su29-su31/371,Airliners.net
sukhoisuperjet100,https://www.airliners.net/aircraft-data/sukhoi-superjet-100/408,Airliners.net
taylorcraftseries,https://www.airliners.net/aircraft-data/taylorcraft-series/373,Airliners.net
technoaviasm92finist,https://www.airliners.net/aircraft-data/technoavia-sm92-finist/374,Airliners.net
transaviaairtrukskyfarmer,https://www.airliners.net/aircraft-data/transavia-airtruk-skyfarmer/379,Airliners.net
tupolevtu134,https://www.airliners.net/aircraft-data/tupolev-tu-134/375,Airliners.net
tupolevtu154,https://www.airliners.net/aircraft-data/tupolev-tu-154/376,Airliners.net
tupolevtu204tu214,https://www.airliners.net/aircraft-data/tupolev-tu-204-tu-214/377,Airliners.net
tupolevtu334,https://www.airliners.net/aircraft-data/tupolev-tu-334/378,Airliners.net
vickersvc10,https://www.airliners.net/aircraft-data/vickers-vc10/392,Airliners.net
vickersviscount,https://www.airliners.net/aircraft-data/vickers-viscount/380,Airliners.net
victaaircruiser,https://www.airliners.net/aircraft-data/victa-aircruiser/283,Airliners.net
victaairtourer,https://www.airliners.net/aircraft-data/victa-airtourer/381,Airliners.net
visionairevantage,https://www.airliners.net/aircraft-data/visionaire-vantage/382,Airliners.net
weatherly201620,https://www.airliners.net/aircraft-data/weatherly-201620/383,Airliners.net
yakovlevyak18t,https://www.airliners.net/aircraft-data/yakovlev-yak-18t/384,Airliners.net
yakovlevyak40,https://www.airliners.net/aircraft-data/yakovlev-yak-40/386,Airliners.net
yakovlevyak42,https://www.airliners.net/aircraft-data/yakovlev-yak-42/385,Airliners.net
zlintrenerakrobat,https://www.airliners.net/aircraft-data/zlin-trener-akrobat/387,Airliners.net
zlinz42z43z142z242z143,https://www.airliners.net/aircraft-data/zlin-z-42-z-43-z-142-z-242-z-143/388,Airliners.net
